,Unnamed: 0,summary,description
215,215,Bug 120356 @AJ decl err/warn does not show cross structure view, perhap issu asm struct deow sinc cross struct empti ajdt despit error warn gutter messag ok.
216,216,Bug 155148 jdk14 trace deadlock in oc4j, turn trace aj class insid oracl oc server. one test alway deadlock. look like thread tri lock loader. notic one thread string method oracl class loader perhap anoth reason prefer trace argument class name system ident hashcod. thread dump ctrl break found one java level deadlock work executor worker thread wait lock monitor ec object oracl classload po class loader held oc launcher oc launcher wait lock monitor object oracl classload po class loader held work executor worker thread java stack inform thread list work executor worker thread oracl classload search polici class search polici java wait lock oracl classload polici class loader oracl classload polici class loader parent for class polici class loa der java oracl classload search polici ask parent class search polici java oracl classload search sequenc class search sequenc java oracl classload search polici class search polici java lock oracl classload polici class loader oracl classload polici class loader parent for class polici class loa der java oracl classload search polici ask parent class search polici java oracl classload search sequenc class search sequenc java oracl classload polici class loader load class polici class loa der java lock ed oracl classload polici class loader oracl classload polici class loader class polici class loader java oracl classload polici class loader class polici class loader java java lang class loader class intern class loader java lock ed oracl classload polici class loader oracl. ee ra jm gener work consum receiv work consum java oracl. ee ra jm gener work consum run work consum java lock de oracl. ee ra jm gener work consum oracl. ee connector work work wrapper target work work wrapper java oracl. ee connector work work wrapper work work wrapper java oracl. ee connector work work wrapper run work wrapper java edu oswego cs dl util concurr pool executor worker run pool exec utor java java lang thread run thread java oc launcher oracl classload polici class loader string polici class loader java wait lock oracl classload polici class loader java text messag format subformat messag format java java text messag format format messag format java java text format format format java java text messag format format messag format java java util log formatt messag formatt java lock java util log simpl formatt java util log simpl formatt format simpl formatt java lock java util log simpl formatt java util log stream handler publish stream handler java lock java util log file handler java util log file handler publish file handler java lock java util log file handler java util log logger log logger java java util log logger log logger java java util log logger logp logger java java util log logger enter logger java org aspectj weaver tool jdk trace enter jdk trace java org aspectj weaver loadtim aj process aj java org aspectj weaver loadtim class pre processor agent adapt transform pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader class nativ method java lang class loader class class loader java oracl classload polici class loader class polici class loader ja va oracl classload polici class loader local class polici class loader java oracl classload search polici find local class search polici java oracl classload search sequenc class search sequenc java oracl classload polici class loader load class polici class loa der java lock oracl classload polici class loader oracl classload polici class loader class polici class loader java oracl classload polici class loader class polici class loader java java lang class loader class intern class loader java lock oracl classload polici class loader com evermind server http http request handler init http request handler java com evermind server http http connect listen http accept handler read handler http connect listen java oracl oc network read handler pool context from backend read handler pool java com evermind util. pool pool pool java oracl oc network read handler pool regist read handler pool java lock ec java util array list oracl oc network server socket accept handler pool option server so accept handler java com evermind server http http connect listen request handler pool http connect listen java com evermind server http http connect listen handler http conn listen java com evermind server http http connect listen init http connect listen java com evermind server http http server listen http server java lock ec com evermind server http http server com evermind server http http server site http server java lock ec com evermind server http http server com evermind server http http server config http server java com evermind server applic server http applic serv java com evermind server applic server config applic server jav com evermind server applic server launcher run applic server la uncher java lock eb java lang object java lang thread run thread java found deadlock.
217,217,Bug 116255 XML Linkage Error with LTW, tri recent dev build aspect see new linkag error load web app contain xml deploy descriptor. tri narrow date error first appear. build run sept. dev build work properli. build run nov. dev build fail like... output sever error deploy configur descriptor jpetstor xml java lang linkag error org apach xerc jaxp parser factori impl alreadi defin loader java lang class loader class ljava lang string ljava secur protect domain ljava lang class unknown sourc java secur secur class loader class secur class loader java org apach catalina loader webapp class loader class intern webapp class loader java org apach catalina loader webapp class loader class webapp class loader java org apach catalina loader webapp class loader class webapp class loader java org apach catalina loader webapp class loader class webapp class loader java javax xml parser factori finder instanc factori finder java javax xml parser factori finder jar servic provid factori finder java javax xml parser factori finder find factori finder java javax xml parser. parser factori instanc parser factori java org apach tomcat util digest digest factori digest java org apach tomcat util digest digest parser digest java org apach tomcat util digest digest reader digest java org apach tomcat util digest digest pars digest java org apach catalina startup tld config scan stream tld config java org apach catalina startup tld config scan tld tld config java org apach catalina startup tld config execut tld config java org apach catalina core standard context tld standard context java org apach catalina core standard context start standard context java org apach catalina core contain base child intern contain base java org apach catalina core contain base child contain base java org apach catalina core standard host child standard host java org apach catalina startup host config descriptor host config java org apach catalina startup host config descriptor host config java org apach catalina startup host config app host config java org apach catalina startup host config start host config java org apach catalina startup host config event host config java org apach catalina util lifecycl support lifecycl event lifecycl support java org apach catalina core contain base start contain base java org apach catalina core standard host start standard host java org apach catalina core contain base start contain base java error determin implement interfac miss type javax xml rpc call match pointcut within call public javax xml rpc call invok.. target bind type pattern java lang object boolean glassbox inspector monitor resourc remot call monitor ajc if persingleton glassbox inspector monitor resourc remot call monitor match shadow method call boolean org apach crimson parser content model empti weav type org apach crimson parser content model weav class weav abort troubl final class org apach crimson parser content model extend java lang object public char type public object content public org apach crimson parser content model next privat org apach crimson parser simpl hashtabl cach public void init string aload_ org apach crimson parser content model line invokespeci java lang object init constructor execut void org apach crimson parser content model init java lang string aload_ org apach crimson parser content model line new org apach crimson parser simpl hashtabl dup constructor call void org apach crimson parser simpl hashtabl init invokespeci org apach crimson parser simpl hashtabl init constructor call void org apach crimson parser simpl hashtabl init putfield org apach crimson parser content model cach lorg apach crimson parser simpl hashtabl aload_ org apach crimson parser content model line iconst_ putfield org apach crimson parser content model type aload_ org apach crimson parser content model line aload_ java lang string element putfield org apach crimson parser content model content ljava lang object return line constructor execut void org apach crimson parser content model init java lang string end public void init string public void init char org apach crimson parser content model aload_ org apach crimson parser content model line invokespeci java lang object init constructor execut void org apach crimson parser content model init char org apach crimson parser content model aload_ org apach crimson parser content model line new org apach crimson parser simpl hashtabl dup constructor call void org apach crimson parser simpl hashtabl init invokespeci org apach crimson parser simpl hashtabl init constructor call void org apach crimson parser simpl hashtabl init putfield org apach crimson parser content model cach lorg apach crimson parser simpl hashtabl aload_ org apach crimson parser content model line iload_ char type putfield org apach crimson parser content model type aload_ org apach crimson parser content model line aload_ org apach crimson parser content model content putfield org apach crimson parser content model content ljava lang object return line constructor execut void org apach crimson parser content model init char org apach crimson parser content model end public void init char org apach crimson parser content model public boolean empti method execut boolean org apach crimson parser content model empti aload_ org apach crimson parser content model line getfield org apach crimson parser content model type lookupswitch default iconst_ line ireturn iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object instanceof org apach crimson parser content model ifeq aload_ org apach crimson parser content model getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model method call boolean org apach crimson parser content model empti invokevirtu org apach crimson parser content model empti method call boolean org apach crimson parser content model empti ifeq iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model astore_ goto aload_ org apach crimson parser content model line invokevirtu org apach crimson parser content model empti ifeq iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model astore_ org apach crimson parser content model aload_ org apach crimson parser content model line ifnonnul iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object instanceof org apach crimson parser content model ifeq aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model invokevirtu org apach crimson parser content model empti ifn iconst_ line ireturn iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model astore_ goto aload_ org apach crimson parser content model line invokevirtu org apach crimson parser content model empti ifn iconst_ line ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model astore_ org apach crimson parser content model aload_ org apach crimson parser content model line ifnonnul iconst_ line ireturn new java lang intern error line dup invokespeci java lang intern error init athrow method execut boolean org apach crimson parser content model empti end public boolean empti public boolean first string aload_ org apach crimson parser content model line getfield org apach crimson parser content model cach lorg apach crimson parser simpl hashtabl aload_ java lang string token invokevirtu org apach crimson parser simpl hashtabl get ljava lang string ljava lang object checkcast java lang boolean astore_ aload_ java lang boolean line ifnul aload_ java lang boolean line invokevirtu java lang boolean valu ireturn aload_ org apach crimson parser content model line getfield org apach crimson parser content model type lookupswitch default aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object instanceof java lang string ifeq aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object aload_ java lang string token if_acmpn iconst_ goto iconst_ istore_ goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model aload_ java lang string token invokevirtu org apach crimson parser content model first ljava lang string istore_ boolean retval goto line aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object instanceof java lang string ifeq aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object aload_ java lang string token if_acmpn iconst_ goto iconst_ istore_ boolean retval goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model aload_ java lang string token invokevirtu org apach crimson parser content model first ljava lang string ifeq iconst_ line istore_ boolean retval goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model invokevirtu org apach crimson parser content model empti ifn iconst_ line istore_ boolean retval goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model ifnul aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model aload_ java lang string token invokevirtu org apach crimson parser content model first ljava lang string istore_ boolean retval goto iconst_ line istore_ boolean retval goto line aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object instanceof java lang string ifeq aload_ org apach crimson parser content model getfield org apach crimson parser content model content ljava lang object aload_ java lang string token if_acmpn iconst_ line istore_ boolean retval goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model content ljava lang object checkcast org apach crimson parser content model aload_ java lang string token invokevirtu org apach crimson parser content model first ljava lang string ifeq iconst_ line istore_ boolean retval goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model ifnul aload_ org apach crimson parser content model line getfield org apach crimson parser content model next lorg apach crimson parser content model aload_ java lang string token invokevirtu org apach crimson parser content model first ljava lang string istore_ boolean retval goto iconst_ line istore_ boolean retval goto line new java lang intern error line dup invokespeci java lang intern error init athrow iload_ boolean retval line ifeq aload_ org apach crimson parser content model line getfield org apach crimson parser content model cach lorg apach crimson parser simpl hashtabl aload_ java lang string token getstat java lang boolean. true ljava lang boolean invokevirtu org apach crimson parser simpl hashtabl put ljava lang object ljava lang object ljava lang obj ect pop goto aload_ org apach crimson parser content model line getfield org apach crimson parser content model cach lorg apach crimson parser simpl hashtabl aload_ java lang string token getstat java lang boolean. fals ljava lang boolean invokevirtu org apach crimson parser simpl hashtabl put ljava lang object ljava lang object ljava lang obj ect pop iload_ boolean retval line ireturn end public boolean first string end final class org apach crimson parser content model.
218,218,Bug 418129 Can't introduce annotation onto introduced method from trait-patterned aspect,
219,219,Bug 84312 Finish implementation of *runtime* retention checking, see fixm bind annot type pattern bind eclips sourc type annot type.
220,220,Bug 113073 weaveinfo messages not reported if applying declare @method on an ITD'd method, given follow class interfac annot aspect declar method public method.. annot class aspect public void method string public void method would expect two weaveinfo messag form weaveinfo public void method pr java annot annot method annot pr java weaveinfo public void method string pr java annot annot method annot pr java howev two intertyp messag come.
221,221,Bug 91417 -Xreweavable should be the default, order facilit widespread use ltw need ensur code compil xreweav. howev cannot reli develop use flag must default. unfortun current code bloat unaccept larg project.
222,222,Bug 211674 [ataspectj] after throwing annotation style is too sensitive to parameter positions, report list ashley william convert aspect use aspect style get strang error messag compil trace aspect. first section code pointcut execut trace.. annot trace void method trace trace after throw pointcut method trace throw public void except join point join point trace trace throwabl level level level level trace level logger enabl for level logger log level formatt signatur throw join point match method annot trace log subclass throwabl may thrown. howev run test case get follow error java lang verifi error class com db abfo trace pojo one method calcul signatur catch subclass throwabl use work use aspectj throw languag extent form pointcut method trace trace execut trace.. annot trace trace trace throw throwabl method trace level level trace level level logger enabl for level logger log level formatt signatur throw join point.
223,223,Bug 269522 [handles] Cross reference view and markers mix up joinpoints assigned to advice, build id step reproduc two piec advic aspect. cross refer view see joinpoint advic select one advic statement. select advic statement see joinpoint. select marker either piec advic see joinpoint piec advic. open perform clean compil attach project open xref view select line note see joinpoint select line note see zero joinpoint right click marker line choos advis note see joinpoint right click marker line choos advis note see joinpoint inform.
224,224,Bug 43194 java.lang.VerifyError in generated code, see attach file verifi bug jar sourc file. need anyth els compil reproduc bug bug ls abstract cach java tree node java verifi bug jar contain cach java tree node fold java workspac group java contain loader java tree panel java workspac node java makefil tree workspac java bug gmake cygdriv aspectj bin ajc classpath aspectj lib aspectjrt jar version aspect compil cygdriv aspectj bin ajc classpath aspectj lib aspectjrt jar java java classpath aspectj lib aspectjrt jar. tree node java lang verifi error class tree node method show action signatur unabl pop operand empti stack except thread main make error.
225,225,Bug 43783 AJDT not very stable when confronted with java/aspect errors., ajdt stabl eclips project contain error like miss class wrong packag statement etc etc. may occur refactor project sometim chang sourc outsid eclips. note use eclips ajdt increment compil. gener lot except occur mostli nullpoint. java lang null pointer except org aspectj asm intern program element link label string program element java org eclips ajdt intern core. structur view node label structur view node java org eclips ajdt intern core. structur view node adapt label structur view node adapt java org eclips ui model workbench label provid text workbench label provid java ii java lang null pointer except org eclips ajdt intern ui editor aspect editor run aspect editor java org eclips swt widget runnabl lock run runnabl lock java iii java lang null pointer except org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java.
226,226,Bug 125295 fix for bug 58520 caused AJDT test failures,
227,227,Bug 109486 Internal compiler error (ClassParser.java:242), testcas aj contain final abstract aspect caus compil abort intern compil error document set mchapman aj error intern compil error org aspectj apach bcel classfil class format except class final abstract org aspectj apach bcel classfil class parser class info class par er java org aspectj apach bcel classfil class parser pars class parser java org aspectj weaver bcel util java class util java org aspectj weaver bcel unwoven class file java class unwoven class fil java org aspectj weaver bcel unwoven class file class name unwoven class fil java org aspectj ajdt intern core builder aj state result aj state jav org aspectj ajdt intern core builder aj build manag result aj build manag java org aspectj ajdt intern compil aj compil adapt process aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return compil adapt compil adapt. org aspectj org eclips jdt intern compil compil process compil er java org aspectj org eclips jdt intern compil compil compil compil er java org aspectj ajdt intern core builder aj build manag compilat ion aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag build aj bu manag java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj tool ajc main run main java org aspectj tool ajc main main main java org aspectj tool ajc main main main java sourc inform avail document set mchapman aj error class either abst ract final final abstract aspect abort except thrown aspect develop document set mchapman ajc version aspect compil develop built tuesday sep gmt expect behaviour natur get regular compil errror say aspect either abstract final.
228,228,Bug 62227 Load Time Weaving aborts on any kind of warning (declare/xlint), messag handler weav adapt load time weav say public boolean messag messag messag throw abort except ignor messag kind verbos system err println messag messag throw new abort except messag return true mean warn goe bang. even declar warn meant tell user someth inform ltw caus code blow. fix straightforward simpli log warn messag fail error messag. wait testcas matthew check fix.
229,229,Bug 138223 Compiler crash on two binding @xxx pcds in one compound expression, junit framework assert fail error test doubl annot match bind fail test doubl annot match bind fail unexpect warn messag warn oper privat tmp sandbox test tmp doubl annot match aj advic defin doubl annot match appli xlint did not match unexpect fail messag abort troubl class foo extend java lang object void init aload_ foo line invokespeci java lang object init constructor execut void foo init return constructor execut void foo init end void init public void foo org aspectj weaver method declar line number method execut void foo foo return line method execut void foo foo end public void foo public void bar org aspectj weaver method declar line number method execut void foo bar return line method execut void foo bar end public void bar end class foo except imposs annot tx shadow method execut void foo foo privat tmp sandbox test tmp doubl annot match aj pointcut privat tmp sandbox test tmp doubl annot match aj implement shadow method execut void foo foo weav type foo weav class weav batch build build config null file imposs annot tx shadow method execut void foo foo privat tmp sandbox test tmp doubl annot match aj pointcut privat tmp sandbox test tmp doubl annot match aj implement shadow method execut void foo foo weav type foo weav class weav batch build build config null file org aspectj weaver. except imposs annot tx shadow method execut void foo foo privat tmp sandbox test tmp doubl annot match aj pointcut privat tmp sandbox test tmp doubl annot match aj implement shadow method execut void foo foo weav type foo weav class weav batch build build config null file org aspectj weaver pattern annot pointcut residu intern annot pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern if pointcut residu intern if pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern or pointcut residu intern or pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver bcel bcel advic on bcel advic java org aspectj weaver bcel bcel shadow for munger bcel shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver without dump bcel weaver java org aspectj weaver bcel bcel weaver and notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj ajdt ajc ajdt command command ajdt command java org aspectj tool ajc main run main java org aspectj tool ajc main main main java org aspectj tool ajc ajc compil ajc java org aspectj tool ajc ajc compil ajc java org aspectj tool ajc ajc test case ajc ajc test case java org aspectj test compil spec execut compil spec java org aspectj test ajc test test ajc test java org aspectj test. base ajc test case test base ajc test case java org aspectj systemtest ajc ajc test doubl annot match ajc test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java junit framework test case test test case java junit framework test case bare test case java junit framework test result protect test result java junit framework test result protect test result java junit framework test result run test result java junit framework test case run test case java org eclips jdt intern junit runner remot test runner test remot test runner java org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java command ajc classpath user adrian project aspectjdev lib test aspectjrt jar. test client bin. runtim bin. aspectj rt bin. lib junit junit jar. bridg bin. loadtim bin. weaver bin. weaver bin. aj build jar bridg jar. aj build jar util jar. aj build jar loadtim jar. aj build jar weaver jar. aj build jar weaver jar. aj build jar asm jar. lib test test client jar. lib test aspectjrt jar tmp sandbox test tmp tmp sandbox test tmp doubl annot match aj tmp sandbox test tmp junit framework assert fail assert java org aspectj tool ajc ajc test case messag ajc test case java org aspectj test compil spec execut compil spec java org aspectj test ajc test test ajc test java org aspectj test. base ajc test case test base ajc test case java org aspectj systemtest ajc ajc test doubl annot match ajc test java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java junit framework test case test test case java junit framework test case bare test case java junit framework test result protect test result java junit framework test result protect test result java junit framework test result run test result java junit framework test case run test case java org eclips jdt intern junit runner remot test runner test remot test runner java org eclips jdt intern junit runner remot test runner run remot test runner java org eclips jdt intern junit runner remot test runner main remot test runner java.
230,230,Bug 120743 Improvements to define new server wizard page, panel server locat button instal server shown coupl usabl improv could made... choos brows choos locat. hit instal server fs browser brought back sinc alreadi hitten brows select locat. locat chosen contain server server downlod classpath valid error show messag state server found instal select instal server button.
231,231,Bug 318878 Pertarget aspect instantiation is not thread-safe, way pertarget aspect compil ajc check given target alreadi aspect thread safe. two differ thread trigger advic target object first time time sometim aspect target get creat twice. follow code demonstr problem follow pertarget aspect add synchron set anoth class constructor aspect pertarget pertarget execut void foo public pertarget main aspect add add instanc set main execut void foo empti advic trigger creation class creat target object two separ thread call method caus aspect instanti object. aspect add aspect set set size print thread finish import java util collect import java util ident hash map import java util set public class main public static set aspect collect set collect set from map new ident hash map public static void main string arg throw interrupt except int final main new main creat new target aspect runnabl new runnabl public void run foo trigger advic thread new thread thread new thread start start join join system println aspect size privat void foo compil ajc run main method print valu someth like typic mean target object get multipl aspect instanc. applic sometim also saw thread access partial built aspect instanc. quit rare howev abl make test case. ajc version current stabl use aspect compil built friday jan gmt eclips compil _r sun vm version java tm se runtim environ build java hot spot tm bit server vm build mix mode investig sourc problem ajc compil gener follow decompil method aspect class public static void ajc object bind object obj obj instanceof might have aspect might have aspect obj object get null might have aspect obj object set new pertarget obvious thread safe.
232,232,Bug 125657 NullPointerException from BcelShadow.java:1313, within eclips rad get error partial detail list. aspect look like public aspect awt event dispatch thread protect pointcut compon method java awt compon compon target compon call... java awt compon compon compon method compon swing util event dispatch thread compon display system err println awt compon method call anoth thread awt event dispatch thread sourc join point sourc locat target join point long string detail shorten size exceed limit java lang null pointer except org aspectj weaver bcel bcel shadow target type is correct bcel shadow java org aspectj weaver bcel bcel shadow target var bcel shadow java org aspectj weaver bcel bcel shadow target var bcel shadow java org aspectj weaver pattern thi or target pointcut residu intern thi or target pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver pattern and pointcut residu intern and pointcut java org aspectj weaver pattern pointcut residu pointcut java org aspectj weaver bcel bcel advic on bcel advic java org aspectj weaver bcel bcel shadow for munger bcel shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver bcel bcel weaver without dump bcel weaver java org aspectj weaver bcel bcel weaver and notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java troubl public class com sun imageio plugin gif. imag metadata extend javax imageio metadata. metadata.
233,233,Bug 69011 ajdoc fails when using default package,
234,234,Bug 93345 unresolved joinpoint in cflow causes ClassCastException on BcelWeaver:933, get class cast except compil follow code test java class class void method aspect an aspect pointcut annt cflow execut.. annt system println annt output compil java lang class cast except org aspectj weaver resolv member org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj org eclips jdt intern compil compil compil compil java cut problem caus cflow unresolv exist jointpoint. uncom method an class problem disappear. found bug introduc aspect pointcut base annot fresh object orient system without annot class. start annot class problem disappear. follow code illust simplifi situat test java import java lang annot. target element type. method interfac ann class class ann void method aspect an aspect pointcut annt cflow execut ann.. annt system println annt attach sourc ajcor file. best regard michal.
235,235,Bug 99125 Repetitive method name/signature in class file, vm sai java lang class format error repetit method name signatur class file com netvisor metadata compon factori java lang class loader class nativ method java lang class loader class class loader java java secur secur class loader class secur class loader java java net. class loader class class loader java java net. class loader access class loader java java net. class loader run class loader java java secur access control privileg nativ method java net. class loader class class loader java java lang class loader class class loader java sun misc launcher app class loader class launcher java java lang class loader class class loader java java lang class loader class intern class loader java got interfac compon factori aspect add variou itd method trough interfac. ad method interfac aspect method ad trough aspect. situat bit complex got base interfac aspect two method subaspect implement problemat two method. method interfac aspect one get duplic interfac class file. work fine old cv branch.. hope help good luck.
236,236,Bug 76374 Problem with declare parents when using non-public classes, non public class explicitli name get woven. test case exhibit problem packag declar uncom. packag declar comment class woven correctli. packag declar uncom compil failur occur aspect. accord andrew clement aspect compil weav. my inner class chang public regardless packag declar statu class woven correctli. also my inner class move my class kept my class java file follow behavior exhibit packag declar comment class woven correctli. packag declar uncom compil failur occur aspect. note case my inner class cannot declar public. also appear runnabl aspect place packag my class weav occur correctli regardless class access modifi my class java packag mypackag public class my class public my class my inner class mic new my inner class mic instanceof runnabl mic run class my inner class public void run system println my inner class run public static void main string arg new my class my class java runnabl aspect aj public aspect runnabl aspect declar parent my class my inner class implement runnabl declar parent mypackag my class my inner class implement runnabl runnabl aspect aj.
237,237,Bug 107713 ClassCastException popup, whenev chang file save auto compil get popup. class cast except thrown org aspectj ajdt intern compil lookup eclips sourc type cannot cast org aspectj weaver bcel bcel object type start happen wrote aspect. start happen ide show line error support properti chang properti oldval null oldval new string oldval new string newval packag com blueprint util mixin test import java bean properti chang listen import java bean properti chang support import java lang reflect field import com blueprint util mixin test. import org aspectj lang signatur public aspect properti support aspect properti chang support properti support support new properti chang support public interfac properti support public void properti chang listen properti chang listen listen public void properti chang listen string name properti chang listen listen public void properti chang listen string name properti chang listen listen public void properti chang listen properti chang listen listen public void listen string name public void properti support properti chang listen properti chang listen listen support properti chang listen listen public void properti support properti chang listen string name properti chang listen listen support properti chang listen name listen public void properti support properti chang listen string name properti chang listen listen support properti chang listen name listen public void properti support properti chang listen properti chang listen listen support properti chang listen listen public void properti support listen string name support listen name pointcut setter bean call public void com blueprint util test bean name string target void around bean setter string name field join point static part signatur name system println properti name string valu name proceed properti chang name valu name privat field field signatur signatur field field null system println get field name signatur name tri string name signatur name field signatur declar type declar field name substr name length lower case field access true catch no such field except nsfe nsfe stack trace return field void properti chang bean string properti string oldval string newval system println properti properti system println old valu oldval system println new valu newval support properti chang properti oldval null oldval new string oldval new string newval import java io serializ public class bean implement serializ privat string name public string name return name public void name string name name name public aspect bean support declar parent bean implement properti support aspect properti support.
238,238,Bug 123553 Can't use named pointcut in advice decl. in generic aspect, defin gener aspect paramter pc use pc advic declar caus incompat type error. exampl public abstract aspect gener aspect par abstract pointcut checkpoint par par advic declar caus error par par checkpoint par someth use aspect compil complain incompat type expect java lang object found bind type pattern par. check type specifi pointcut sinc possibl paramter name pc subaspect public abstract aspect gener aspect par abstract pointcut checkpoint par par public aspect sub aspect extend gener aspect main pointcut checkpoint main main call void main test target main main main checkpoint main system println caught. public aspect sub aspect extend gener aspect main pointcut checkpoint main main call void main test target main main main checkpoint main system println caught... sinc possibl use gener pc util unnam cs gener aspect public abstract aspect gener aspect par work par par call void par test target par someth.. seem bug.
